fecha,mes,sucursal,ciudad,formato_local,dia_semana,fin_de_semana,lluvia,temperatura,evento_local,caida_app_minutos,ordenes,ticket_promedio,descuento_pct,cancelaciones_pct,faltantes,reclamos,ingresos_brutos,costo_insumos,merma,empaque,comision_app,costo_personal,renta_local,servicios,marketing_local,mantenimiento,utilidad_bruta,utilidad_operativa
2025-02-07,2025-02,Cumbres,Monterrey,familiar,Friday,1,1,23.9,0,0,133,189.61,5.78,1.75,1,2,23760.45,7012.38,322.5,455.42,1306.82,11480.35,2900.0,1140.85,530.68,243.54,14663.34,-1632.09
2025-02-07,2025-02,Tec,Monterrey,rapido_universitario,Friday,1,1,23.9,0,0,133,168.17,6.07,1.73,0,3,21008.48,6072.9,224.57,483.07,1155.47,11012.58,2500.0,1123.03,621.17,205.54,13072.48,-2389.84
2025-02-08,2025-02,Centro,Monterrey,salon_y_retiro,Saturday,1,0,28.4,0,0,181,194.24,6.45,1.06,1,3,32890.6,9649.12,526.31,626.57,1808.98,11989.17,3200.0,1113.37,639.36,240.22,20279.62,3097.49
2025-02-08,2025-02,Cumbres,Monterrey,familiar,Saturday,1,0,28.4,0,0,121,168.74,6.57,1.3,1,2,19075.45,5524.22,239.56,336.9,1049.15,11357.85,2900.0,1120.51,567.35,277.58,11925.62,-4297.66
2025-02-08,2025-02,Tec,Monterrey,rapido_universitario,Saturday,1,0,28.4,0,0,146,158.76,7.01,1.3,1,3,21554.83,6276.28,306.94,497.38,1185.52,11179.47,2500.0,1013.49,542.02,231.27,13288.72,-2177.53
2025-02-09,2025-02,Centro,Monterrey,salon_y_retiro,Sunday,1,0,22.2,0,0,177,184.49,6.38,1.02,2,1,30571.09,8822.2,571.17,559.09,1681.41,11915.5,3200.0,1232.23,532.24,230.84,18937.22,1826.4
2025-02-09,2025-02,Cumbres,Monterrey,familiar,Sunday,1,0,22.2,0,0,132,178.15,5.67,1.07,0,1,22182.87,6344.05,316.7,428.33,1220.06,11045.82,2900.0,1163.79,568.51,217.56,13873.72,-2021.96
2025-02-09,2025-02,Tec,Monterrey,rapido_universitario,Sunday,1,0,22.2,0,0,142,168.7,6.45,1.1,1,1,22410.13,6512.58,398.11,496.65,1232.56,11171.49,2500.0,1234.61,527.12,245.76,13770.23,-1908.75
2025-02-10,2025-02,Centro,Monterrey,salon_y_retiro,Monday,0,0,24.1,0,0,125,197.79,6.23,1.12,1,2,23184.59,6772.77,379.74,488.22,1275.15,10848.48,3200.0,1256.32,562.45,258.17,14268.71,-1856.71
2025-02-10,2025-02,Cumbres,Monterrey,familiar,Monday,0,0,24.1,0,0,83,170.92,6.33,1.16,0,3,13288.59,3826.47,200.97,249.09,730.87,9968.95,2900.0,1183.5,492.8,212.07,8281.18,-6476.13
2025-02-10,2025-02,Tec,Monterrey,rapido_universitario,Monday,0,0,24.1,0,0,104,159.51,6.24,1.11,0,2,15553.94,4576.33,215.95,381.43,855.47,10161.92,2500.0,1123.29,585.24,196.02,9524.77,-5041.71
2025-02-11,2025-02,Centro,Monterrey,salon_y_retiro,Tuesday,0,0,23.4,0,0,126,182.78,6.2,1.21,0,3,21603.87,6131.67,317.11,401.55,1188.21,10601.88,3200.0,1059.03,504.73,239.64,13565.32,-2039.96
2025-02-11,2025-02,Cumbres,Monterrey,familiar,Tuesday,0,0,23.4,0,0,99,175.07,6.05,1.08,0,3,16283.01,4581.23,300.86,301.48,895.57,9868.97,2900.0,1178.76,596.47,250.28,10203.87,-4590.6
2025-02-11,2025-02,Tec,Monterrey,rapido_universitario,Tuesday,0,0,23.4,0,0,110,159.44,6.72,1.39,1,3,16359.82,4746.95,264.6,361.2,899.79,9958.02,2500.0,1209.43,490.93,259.49,10087.28,-4330.59
2025-02-12,2025-02,Centro,Monterrey,salon_y_retiro,Wednesday,0,0,26.6,0,0,112,184.12,6.54,1.09,1,0,19271.51,5630.86,282.81,382.95,1059.93,10478.3,3200.0,1203.46,539.34,264.23,11914.96,-3770.36
2025-02-12,2025-02,Cumbres,Monterrey,familiar,Wednesday,0,0,26.6,0,0,87,167.97,7.02,1.08,1,2,13587.39,3877.97,249.75,281.6,747.31,9883.26,2900.0,1034.18,602.74,273.25,8430.76,-6262.66
2025-02-12,2025-02,Tec,Monterrey,rapido_universitario,Wednesday,0,0,26.6,0,0,108,165.57,6.09,1.17,0,1,16792.73,4927.4,246.12,424.51,923.6,10023.35,2500.0,1110.17,585.9,294.04,10271.1,-4242.36
2025-02-13,2025-02,Centro,Monterrey,salon_y_retiro,Thursday,0,0,23.8,0,0,133,192.99,6.2,1.08,2,2,24075.7,6863.74,366.93,439.25,1324.16,10863.33,3200.0,1162.68,601.77,261.29,15081.63,-1007.44
2025-02-13,2025-02,Cumbres,Monterrey,familiar,Thursday,0,0,23.8,0,0,82,174.13,6.62,1.27,2,2,13333.23,3809.26,238.13,239.13,733.33,9621.28,2900.0,1226.77,517.41,230.82,8313.39,-6182.9
2025-02-13,2025-02,Tec,Monterrey,rapido_universitario,Thursday,0,0,23.8,0,0,90,150.68,6.0,1.15,1,0,12747.02,3728.61,173.82,279.59,701.09,10132.01,2500.0,1149.78,480.86,295.34,7863.91,-6694.08
2025-02-14,2025-02,Centro,Monterrey,salon_y_retiro,Friday,1,0,26.9,1,0,203,193.2,6.21,1.35,1,3,36783.52,10536.57,561.89,768.63,2023.09,12067.05,3200.0,1162.68,830.89,250.84,22893.34,5381.87
2025-02-14,2025-02,Cumbres,Monterrey,familiar,Friday,1,0,26.9,1,0,124,176.09,6.0,1.37,2,2,20526.24,5890.79,335.67,390.29,1128.94,11034.02,2900.0,1194.77,638.12,227.01,12780.55,-3213.36
2025-02-14,2025-02,Tec,Monterrey,rapido_universitario,Friday,1,0,26.9,1,0,154,156.99,6.44,1.02,2,2,22619.32,6489.46,300.08,493.48,1244.06,11274.86,2500.0,1087.53,732.89,271.86,14092.23,-1774.9
2025-02-15,2025-02,Centro,Monterrey,salon_y_retiro,Saturday,1,0,29.7,1,0,199,178.23,6.66,1.25,2,2,33106.07,9742.54,585.74,652.73,1820.83,12100.63,3200.0,1182.84,740.49,246.78,20304.22,2833.49
2025-02-15,2025-02,Cumbres,Monterrey,familiar,Saturday,1,0,29.7,1,0,138,168.61,6.87,1.18,2,2,21669.76,6252.02,434.79,405.02,1191.84,10980.1,2900.0,1105.01,715.72,304.66,13386.1,-2619.4
2025-02-15,2025-02,Tec,Monterrey,rapido_universitario,Saturday,1,0,29.7,1,0,159,164.24,6.05,1.25,2,4,24534.42,7034.38,422.16,571.72,1349.39,11026.09,2500.0,1153.64,718.14,170.24,15156.76,-411.35
2025-02-16,2025-02,Centro,Monterrey,salon_y_retiro,Sunday,1,0,27.8,0,0,176,176.7,6.79,1.24,2,3,28987.09,8331.36,510.88,543.76,1594.29,11998.74,3200.0,1149.01,549.94,273.42,18006.79,835.69
2025-02-16,2025-02,Cumbres,Monterrey,familiar,Sunday,1,0,27.8,0,0,132,170.76,6.27,1.25,0,2,21127.91,6112.11,314.14,398.93,1162.03,11100.06,2900.0,1295.28,609.81,253.5,13140.7,-3017.94
2025-02-16,2025-02,Tec,Monterrey,rapido_universitario,Sunday,1,0,27.8,0,0,140,171.78,6.45,1.19,1,2,22498.33,6640.19,359.12,564.69,1237.41,11051.24,2500.0,1203.58,504.92,294.51,13696.92,-1857.33
2025-02-17,2025-02,Centro,Monterrey,salon_y_retiro,Monday,0,0,26.7,0,0,137,192.27,6.02,1.15,0,2,24755.95,7156.81,378.82,453.42,1361.58,10740.54,3200.0,1102.75,573.8,285.48,15405.33,-497.25
2025-02-17,2025-02,Cumbres,Monterrey,familiar,Monday,0,0,26.7,0,0,79,170.99,6.22,1.27,0,2,12667.25,3614.49,220.33,241.94,696.7,9980.93,2900.0,1180.91,538.91,193.39,7893.8,-6900.34
2025-02-17,2025-02,Tec,Monterrey,rapido_universitario,Monday,0,0,26.7,0,0,106,160.36,6.3,1.35,2,1,15926.8,4561.05,304.12,388.91,875.97,9877.09,2500.0,1072.35,521.31,225.06,9796.74,-4399.06
2025-02-18,2025-02,Centro,Monterrey,salon_y_retiro,Tuesday,0,0,27.0,0,0,119,177.47,6.62,1.1,1,3,19720.24,5773.16,302.23,375.55,1084.61,10661.43,3200.0,1277.32,579.25,206.9,12184.69,-3740.21
2025-02-18,2025-02,Cumbres,Monterrey,familiar,Tuesday,0,0,27.0,0,0,94,175.97,6.49,1.47,2,2,15466.61,4472.07,207.82,297.72,850.66,10037.18,2900.0,1344.24,554.39,177.2,9638.33,-5374.69
2025-02-18,2025-02,Tec,Monterrey,rapido_universitario,Tuesday,0,0,27.0,0,0,96,159.31,5.97,1.07,1,2,14379.88,4153.47,204.5,342.06,790.89,9912.87,2500.0,1120.05,487.92,216.42,8888.95,-5348.29
2025-02-19,2025-02,Centro,Monterrey,salon_y_retiro,Wednesday,0,0,23.9,0,0,129,189.04,6.24,1.24,0,3,22865.51,6720.27,376.62,394.31,1257.6,10621.73,3200.0,1223.37,627.09,248.9,14116.71,-1804.38
2025-02-19,2025-02,Cumbres,Monterrey,familiar,Wednesday,0,0,23.9,0,0,104,168.04,6.29,1.2,1,1,16376.1,4802.5,305.33,292.33,900.69,9766.04,2900.0,1179.54,520.56,168.88,10075.25,-4459.76
2025-02-19,2025-02,Tec,Monterrey,rapido_universitario,Wednesday,0,0,23.9,0,0,108,159.57,6.21,1.52,1,2,16163.42,4685.85,224.99,359.45,888.99,10079.55,2500.0,1116.21,529.71,290.07,10004.14,-4511.38
2025-02-20,2025-02,Centro,Monterrey,salon_y_retiro,Thursday,0,0,28.8,0,0,134,187.64,6.79,1.2,3,2,23437.41,6995.59,451.0,437.25,1289.06,10903.32,3200.0,1256.59,520.15,240.16,14264.5,-1855.71
2025-02-20,2025-02,Cumbres,Monterrey,familiar,Thursday,0,0,28.8,0,0,91,167.25,5.99,1.21,0,2,14307.81,4143.31,210.1,257.38,786.93,9760.82,2900.0,1285.99,489.61,286.73,8910.08,-5813.08
2025-02-20,2025-02,Tec,Monterrey,rapido_universitario,Thursday,0,0,28.8,0,0,106,156.45,6.0,1.36,3,2,15587.99,4649.98,375.72,363.76,857.34,10369.99,2500.0,1115.09,574.4,202.47,9341.2,-5420.76
2025-02-21,2025-02,Centro,Monterrey,salon_y_retiro,Friday,1,0,29.0,0,0,196,180.35,5.69,1.18,1,4,33338.84,9606.41,532.58,653.22,1833.64,12295.53,3200.0,1150.57,596.78,255.54,20712.99,3214.57
2025-02-21,2025-02,Cumbres,Monterrey,familiar,Friday,1,0,29.0,0,0,128,172.15,6.36,1.06,2,1,20633.99,6070.2,369.53,390.13,1134.87,11072.22,2900.0,1139.15,571.27,262.29,12669.26,-3275.68
2025-02-21,2025-02,Tec,Monterrey,rapido_universitario,Friday,1,0,29.0,0,0,143,164.58,6.18,1.24,0,3,22080.48,6405.83,334.94,533.5,1214.43,11334.47,2500.0,957.85,551.79,196.35,13591.79,-1948.68
2025-02-22,2025-02,Centro,Monterrey,salon_y_retiro,Saturday,1,0,32.5,0,0,175,185.18,6.27,1.25,2,3,30373.66,8673.21,581.45,548.81,1670.55,12059.88,3200.0,1236.1,582.09,211.84,18899.64,1609.73
2025-02-22,2025-02,Cumbres,Monterrey,familiar,Saturday,1,0,32.5,0,0,125,168.91,6.33,1.37,0,3,19776.27,5773.48,338.5,384.97,1087.69,11483.3,2900.0,1189.15,588.56,256.91,12191.62,-4226.29
2025-02-22,2025-02,Tec,Monterrey,rapido_universitario,Saturday,1,0,32.5,0,0,155,147.23,6.73,1.16,1,1,21284.22,6002.69,324.29,474.91,1170.63,11298.95,2500.0,1051.94,614.42,248.16,13311.7,-2401.77
2025-02-23,2025-02,Centro,Monterrey,salon_y_retiro,Sunday,1,0,26.2,0,0,173,177.96,6.19,1.2,1,1,28881.64,8330.53,410.51,553.37,1588.49,12345.64,3200.0,1198.75,535.91,191.25,17998.75,527.19
2025-02-23,2025-02,Cumbres,Monterrey,familiar,Sunday,1,0,26.2,0,0,119,161.56,6.57,1.09,1,2,17963.35,5206.94,337.77,329.0,987.98,11148.63,2900.0,1098.56,589.36,209.23,11101.65,-4844.12
2025-02-23,2025-02,Tec,Monterrey,rapido_universitario,Sunday,1,0,26.2,0,0,131,150.31,5.93,1.27,3,2,18522.97,5618.13,416.81,405.62,1018.76,11160.19,2500.0,1138.7,518.92,297.92,11063.65,-4552.08
2025-02-24,2025-02,Centro,Monterrey,salon_y_retiro,Monday,0,1,28.5,0,0,123,181.26,6.39,1.73,1,3,20869.05,6099.43,249.09,427.36,1147.8,11220.09,3200.0,1223.66,595.61,197.75,12945.37,-3491.75
2025-02-24,2025-02,Cumbres,Monterrey,familiar,Monday,0,1,28.5,0,0,90,166.81,6.17,1.75,1,2,14086.17,3970.41,220.92,268.91,774.74,9883.14,2900.0,1104.61,634.89,203.71,8851.2,-5875.14
2025-02-24,2025-02,Tec,Monterrey,rapido_universitario,Monday,0,1,28.5,0,0,90,153.78,6.71,1.92,1,2,12911.4,3715.76,234.08,285.2,710.13,10271.53,2500.0,1254.16,553.16,259.38,7966.23,-6872.0
2025-02-25,2025-02,Centro,Monterrey,salon_y_retiro,Tuesday,0,0,31.0,0,0,121,191.82,6.24,1.08,1,2,21762.86,6214.39,278.68,392.99,1196.96,11071.42,3200.0,1292.38,579.26,275.58,13679.85,-2738.79
2025-02-25,2025-02,Cumbres,Monterrey,familiar,Tuesday,0,0,31.0,0,0,90,171.22,6.43,1.04,0,2,14418.3,4155.62,200.02,279.52,793.01,9962.61,2900.0,1226.49,549.77,230.99,8990.12,-5879.74
2025-02-25,2025-02,Tec,Monterrey,rapido_universitario,Tuesday,0,0,31.0,0,0,102,157.6,6.15,1.14,2,3,15086.65,4445.21,190.3,341.06,829.77,9935.38,2500.0,1167.02,529.65,224.6,9280.31,-5076.34
2025-02-26,2025-02,Centro,Monterrey,salon_y_retiro,Wednesday,0,1,28.3,0,0,111,192.74,6.65,1.51,2,2,19971.95,5871.81,310.85,363.43,1098.46,10742.84,3200.0,1101.39,558.65,245.25,12327.4,-3520.73
2025-02-26,2025-02,Cumbres,Monterrey,familiar,Wednesday,0,1,28.3,0,0,92,168.34,5.25,1.61,0,2,14674.31,4314.59,242.83,273.1,807.09,9977.62,2900.0,1145.69,525.28,222.49,9036.71,-5734.36
2025-02-26,2025-02,Tec,Monterrey,rapido_universitario,Wednesday,0,1,28.3,0,0,91,165.76,6.35,1.74,1,2,14127.1,4080.17,239.11,336.6,776.99,10053.15,2500.0,1107.83,514.9,289.78,8694.23,-5771.43
2025-02-27,2025-02,Centro,Monterrey,salon_y_retiro,Thursday,0,0,27.5,0,0,141,191.26,6.51,1.14,3,3,25212.44,7606.29,546.05,443.38,1386.68,10569.74,3200.0,1183.49,567.63,232.8,15230.04,-523.62
2025-02-27,2025-02,Cumbres,Monterrey,familiar,Thursday,0,0,27.5,0,0,85,163.03,6.25,0.98,2,3,12991.55,3908.07,230.69,239.14,714.54,9853.1,2900.0,913.38,523.23,234.69,7899.12,-6525.28
2025-02-27,2025-02,Tec,Monterrey,rapido_universitario,Thursday,0,0,27.5,0,0,109,162.3,6.53,1.23,2,3,16536.28,4716.82,249.46,357.37,909.5,10301.36,2500.0,1245.78,583.85,204.04,10303.14,-4531.9
2025-02-28,2025-02,Centro,Monterrey,salon_y_retiro,Friday,1,0,27.7,1,0,202,183.61,6.51,1.14,2,2,34675.69,9997.96,547.05,643.56,1907.16,12156.5,3200.0,1136.0,743.27,228.23,21579.95,4115.96
2025-02-28,2025-02,Cumbres,Monterrey,familiar,Friday,1,0,27.7,1,0,119,177.12,6.03,1.3,1,1,19805.85,5658.95,296.53,360.06,1089.32,10997.23,2900.0,1206.81,719.22,251.57,12400.99,-3673.84
2025-02-28,2025-02,Tec,Monterrey,rapido_universitario,Friday,1,0,27.7,1,0,154,160.46,6.12,1.2,2,2,23197.96,6673.39,320.75,537.44,1275.89,11272.09,2500.0,1136.91,695.38,256.28,14390.49,-1470.18
2025-03-01,2025-03,Centro,Monterrey,salon_y_retiro,Saturday,1,0,27.7,0,0,186,187.74,5.73,1.32,1,3,32918.08,9578.64,475.5,618.25,1909.25,12249.98,3200.0,1170.81,547.63,199.38,20336.45,2968.65
2025-03-01,2025-03,Cumbres,Monterrey,familiar,Saturday,1,0,27.7,0,0,131,177.02,7.09,1.41,2,3,21545.55,6379.13,416.43,432.69,1249.64,11398.78,2900.0,1228.09,558.06,249.06,13067.66,-3266.34
2025-03-01,2025-03,Tec,Monterrey,rapido_universitario,Saturday,1,0,27.7,0,0,145,154.57,5.87,1.2,0,2,21097.19,6160.76,266.86,499.75,1223.64,11576.03,2500.0,1216.71,625.04,296.15,12946.18,-3267.76
2025-03-02,2025-03,Centro,Monterrey,salon_y_retiro,Sunday,1,0,30.5,0,0,187,187.98,6.78,1.19,1,2,32769.15,9469.64,517.85,575.04,1900.61,12031.77,3200.0,1250.43,546.81,251.49,20306.01,3025.52
2025-03-02,2025-03,Cumbres,Monterrey,familiar,Sunday,1,0,30.5,0,0,118,167.66,6.33,1.3,1,3,18531.43,5406.86,297.13,352.35,1074.82,11547.44,2900.0,1176.99,600.51,253.8,11400.27,-5078.46
2025-03-02,2025-03,Tec,Monterrey,rapido_universitario,Sunday,1,0,30.5,0,0,144,159.51,6.66,1.45,2,3,21441.17,6336.01,348.13,520.0,1243.59,11415.21,2500.0,1064.74,610.2,243.24,12993.43,-2839.96
2025-03-03,2025-03,Centro,Monterrey,salon_y_retiro,Monday,0,0,28.1,0,0,125,198.07,6.65,1.06,2,2,23112.85,6926.16,321.14,387.21,1340.55,11031.86,3200.0,1185.64,531.25,175.76,14137.79,-1986.72
2025-03-03,2025-03,Cumbres,Monterrey,familiar,Monday,0,0,28.1,0,0,99,182.41,5.93,1.48,1,4,16988.03,4990.13,265.43,341.55,985.31,10314.69,2900.0,1168.53,581.96,224.68,10405.61,-4784.24
2025-03-03,2025-03,Tec,Monterrey,rapido_universitario,Monday,0,0,28.1,0,0,89,171.45,6.4,1.21,2,1,14283.51,4093.45,214.26,321.1,828.44,10232.94,2500.0,1288.58,528.67,254.78,8826.26,-5978.71
2025-03-04,2025-03,Centro,Monterrey,salon_y_retiro,Tuesday,0,1,26.4,0,0,125,179.82,6.82,1.77,1,1,20944.25,6125.44,302.98,412.73,1214.77,10998.52,3200.0,1153.14,591.65,261.65,12888.34,-3316.61
2025-03-04,2025-03,Cumbres,Monterrey,familiar,Tuesday,0,1,26.4,0,0,88,179.34,6.41,1.65,1,2,14770.24,4286.82,231.58,303.24,856.67,10489.94,2900.0,1191.88,622.47,238.7,9091.93,-6351.06
2025-03-04,2025-03,Tec,Monterrey,rapido_universitario,Tuesday,0,1,26.4,0,0,103,164.57,6.59,2.06,1,1,15833.63,4706.1,240.29,359.36,918.35,9681.5,2500.0,1280.07,586.83,263.97,9609.53,-4702.84
2025-03-05,2025-03,Centro,Monterrey,salon_y_retiro,Wednesday,0,0,32.1,1,0,148,191.1,6.28,1.25,2,3,26507.21,7598.73,443.27,498.79,1537.42,10872.64,3200.0,1240.4,711.8,192.89,16429.01,211.29
2025-03-05,2025-03,Cumbres,Monterrey,familiar,Wednesday,0,0,32.1,1,0,87,182.98,6.05,1.33,2,3,14957.1,4294.16,229.7,286.29,867.51,10364.04,2900.0,1164.85,677.64,270.08,9279.45,-6097.16
2025-03-05,2025-03,Tec,Monterrey,rapido_universitario,Wednesday,0,0,32.1,1,0,125,161.48,6.32,1.36,1,3,18910.36,5427.34,306.96,431.93,1096.8,10020.26,2500.0,1225.1,731.57,227.69,11647.33,-3057.29
2025-03-06,2025-03,Centro,Monterrey,salon_y_retiro,Thursday,0,0,26.0,0,0,132,188.06,6.59,1.46,0,1,23189.27,6793.44,392.14,489.75,1344.98,11130.99,3200.0,1148.82,586.27,214.63,14168.96,-2111.75
2025-03-06,2025-03,Cumbres,Monterrey,familiar,Thursday,0,0,26.0,0,0,84,188.02,6.6,1.41,2,4,14751.86,4324.31,271.96,265.13,855.61,9969.41,2900.0,1309.86,616.37,255.32,9034.86,-6016.1
2025-03-06,2025-03,Tec,Monterrey,rapido_universitario,Thursday,0,0,26.0,0,0,105,160.26,6.29,1.53,2,3,15768.37,4628.09,285.34,370.64,914.57,10354.16,2500.0,1128.17,572.95,305.62,9569.74,-5291.17
2025-03-07,2025-03,Centro,Monterrey,salon_y_retiro,Friday,1,0,28.6,0,0,190,191.22,6.69,1.06,2,1,33901.43,9787.38,579.58,634.1,1966.28,12365.73,3200.0,1430.37,584.97,261.69,20934.08,3091.32
2025-03-07,2025-03,Cumbres,Monterrey,familiar,Friday,1,0,28.6,0,0,126,168.51,6.18,1.22,0,2,19919.94,5799.99,278.86,350.21,1155.36,11174.94,2900.0,1241.77,552.69,270.78,12335.53,-3804.65
2025-03-07,2025-03,Tec,Monterrey,rapido_universitario,Friday,1,0,28.6,0,0,152,157.22,6.7,1.08,3,4,22296.09,6714.24,438.64,521.28,1293.17,11083.39,2500.0,1155.45,583.69,242.26,13328.75,-2236.04
2025-03-08,2025-03,Centro,Monterrey,salon_y_retiro,Saturday,1,0,30.9,0,0,175,187.18,6.35,1.17,2,2,30676.29,9190.86,454.95,643.89,1779.22,12023.09,3200.0,1252.42,496.02,199.77,18607.36,1436.08
2025-03-08,2025-03,Cumbres,Monterrey,familiar,Saturday,1,0,30.9,0,0,134,176.43,6.12,1.48,1,2,22195.71,6514.87,381.53,381.81,1287.35,11711.34,2900.0,1249.33,530.85,209.28,13630.15,-2970.64
2025-03-08,2025-03,Tec,Monterrey,rapido_universitario,Saturday,1,0,30.9,0,0,130,151.1,6.66,1.25,0,2,18333.54,5468.1,281.21,410.96,1063.35,11663.11,2500.0,1242.33,551.99,221.77,11109.93,-5069.27
2025-03-09,2025-03,Centro,Monterrey,salon_y_retiro,Sunday,1,0,26.7,0,0,179,184.15,6.61,1.38,1,3,30785.75,8865.37,359.9,568.89,1785.57,12048.25,3200.0,1164.32,537.65,202.69,19206.01,2053.1
2025-03-09,2025-03,Cumbres,Monterrey,familiar,Sunday,1,0,26.7,0,0,124,171.77,6.53,1.2,2,2,19907.16,5731.68,320.14,415.71,1154.62,11298.51,2900.0,1291.63,612.0,284.94,12285.02,-4102.06
2025-03-09,2025-03,Tec,Monterrey,rapido_universitario,Sunday,1,0,26.7,0,0,137,171.36,6.53,1.26,1,3,21941.68,6411.46,343.3,532.82,1272.62,11289.9,2500.0,1136.98,585.69,261.11,13381.48,-2392.2
2025-03-10,2025-03,Centro,Monterrey,salon_y_retiro,Monday,0,0,27.0,0,0,141,188.36,7.03,1.11,1,2,24692.55,7053.2,359.78,496.99,1432.17,10935.59,3200.0,1159.42,589.07,269.67,15350.41,-803.33
2025-03-10,2025-03,Cumbres,Monterrey,familiar,Monday,0,0,27.0,0,0,104,167.63,6.48,1.45,1,2,16303.36,4814.59,311.8,290.98,945.59,9752.44,2900.0,1108.48,504.44,235.87,9940.39,-4560.83
2025-03-10,2025-03,Tec,Monterrey,rapido_universitario,Monday,0,0,27.0,0,0,108,158.38,6.29,1.32,1,2,16029.66,4639.52,342.4,381.77,929.72,10069.7,2500.0,1140.21,530.28,190.65,9736.23,-4694.61
2025-03-11,2025-03,Centro,Monterrey,salon_y_retiro,Tuesday,0,0,27.7,0,0,139,182.91,6.26,1.1,0,2,23832.51,6938.58,435.38,437.82,1382.29,11210.65,3200.0,1228.0,549.79,179.75,14638.43,-1729.76
2025-03-11,2025-03,Cumbres,Monterrey,familiar,Tuesday,0,0,27.7,0,0,86,176.82,6.92,1.33,2,2,14154.05,4111.96,207.7,282.72,820.94,10281.7,2900.0,1193.61,535.22,256.7,8730.74,-6436.49
2025-03-11,2025-03,Tec,Monterrey,rapido_universitario,Tuesday,0,0,27.7,0,0,106,154.27,7.01,1.34,1,4,15205.69,4502.34,240.62,357.88,881.93,10027.4,2500.0,1165.14,448.29,276.61,9222.92,-5194.52
2025-03-12,2025-03,Centro,Monterrey,salon_y_retiro,Wednesday,0,0,30.6,0,0,125,179.6,6.44,1.34,2,4,21003.67,6163.2,373.08,386.5,1218.21,11148.47,3200.0,1220.73,529.16,237.12,12862.68,-3472.79
2025-03-12,2025-03,Cumbres,Monterrey,familiar,Wednesday,0,0,30.6,0,0,96,173.51,6.62,1.22,1,3,15554.62,4436.39,229.64,319.69,902.17,9732.7,2900.0,1161.49,580.95,190.49,9666.73,-4898.9
2025-03-12,2025-03,Tec,Monterrey,rapido_universitario,Wednesday,0,0,30.6,0,0,124,143.73,6.93,1.53,2,2,16587.66,4867.3,235.64,394.94,962.08,10018.42,2500.0,1190.83,594.83,206.57,10127.7,-4382.95
2025-03-13,2025-03,Centro,Monterrey,salon_y_retiro,Thursday,0,0,29.7,0,0,121,192.46,6.6,1.07,1,2,21749.96,6293.78,351.34,397.81,1261.5,11193.61,3200.0,1160.67,594.18,238.69,13445.53,-2941.62
2025-03-13,2025-03,Cumbres,Monterrey,familiar,Thursday,0,0,29.7,0,0,103,169.12,6.35,1.13,2,3,16313.51,4901.83,303.12,314.03,946.18,10182.03,2900.0,1237.21,548.75,283.9,9848.34,-5303.55
2025-03-13,2025-03,Tec,Monterrey,rapido_universitario,Thursday,0,0,29.7,0,0,111,154.24,6.29,1.51,2,2,16043.47,4760.83,244.26,364.51,930.52,10136.99,2500.0,1072.68,588.89,203.73,9743.36,-4758.94
2025-03-14,2025-03,Centro,Monterrey,salon_y_retiro,Friday,1,1,27.9,1,0,197,185.06,6.5,1.45,1,1,34085.53,9994.86,570.37,647.03,1976.96,12587.77,3200.0,1246.94,756.81,244.27,20896.31,2860.52
2025-03-14,2025-03,Cumbres,Monterrey,familiar,Friday,1,1,27.9,1,0,128,178.16,6.83,1.5,2,3,21247.25,6285.85,359.77,377.26,1232.34,11208.88,2900.0,1337.72,741.36,197.48,12992.04,-3393.4
2025-03-14,2025-03,Tec,Monterrey,rapido_universitario,Friday,1,1,27.9,1,0,158,157.09,5.95,1.36,0,3,23344.35,6812.06,361.88,543.57,1353.97,11528.2,2500.0,1062.82,716.45,215.16,14272.88,-1749.76
2025-03-15,2025-03,Centro,Monterrey,salon_y_retiro,Saturday,1,0,28.4,1,0,204,183.87,6.06,1.23,3,3,35235.8,10403.43,794.58,690.5,2043.68,12303.53,3200.0,1131.62,774.91,216.44,21303.61,3677.1
2025-03-15,2025-03,Cumbres,Monterrey,familiar,Saturday,1,0,28.4,1,0,124,168.72,6.47,1.41,2,2,19567.89,5786.84,316.28,389.32,1134.94,11167.3,2900.0,1099.81,764.91,198.3,11940.51,-4189.81
2025-03-15,2025-03,Tec,Monterrey,rapido_universitario,Saturday,1,0,28.4,1,0,158,158.68,6.35,1.23,2,0,23477.81,6938.53,483.42,540.54,1361.71,11416.58,2500.0,1260.85,812.3,204.36,14153.61,-2040.47
2025-03-16,2025-03,Centro,Monterrey,salon_y_retiro,Sunday,1,0,29.2,0,0,188,186.43,6.7,1.24,1,2,32700.8,9461.74,513.96,616.67,1896.65,12008.95,3200.0,1319.9,543.92,198.49,20211.78,2940.52
2025-03-16,2025-03,Cumbres,Monterrey,familiar,Sunday,1,0,29.2,0,0,142,167.88,6.65,1.3,2,2,22252.85,6446.64,357.87,468.05,1290.67,11017.23,2900.0,1214.62,569.57,208.43,13689.64,-2220.22
2025-03-16,2025-03,Tec,Monterrey,rapido_universitario,Sunday,1,0,29.2,0,0,132,172.22,6.39,1.61,2,2,21280.42,6254.4,367.51,514.55,1234.26,11498.45,2500.0,1220.12,557.93,280.56,12909.69,-3147.37
2025-03-17,2025-03,Centro,Monterrey,salon_y_retiro,Monday,0,0,27.6,0,0,127,187.46,6.31,1.24,1,2,22304.01,6550.57,401.26,423.98,1293.63,11393.47,3200.0,1204.65,693.7,270.05,13634.57,-3127.3
